sequence,rows,all_changes,any_changes,jaccards
"[639, 485, 421, 772, 688, 217, 1366, 68, 175, 840, 598, 612, 846, 749, 729, 1155, 1023, 1069, 200, 2044, 701, 46, 1796, 15, 740, 786, 4, 670, 760, 1837, 1838, 1191, 325, 337, 515, 60, 94, 912, 531, 591, 920, 648, 164, 45, 1072, 1694, 353, 789, 588, 712]",44,0.006,2.672,98.354
"[645, 739, 620, 969, 642, 1260, 865, 631, 87, 2020, 99, 556, 1076, 763, 565, 134, 108, 1185, 1210, 1997, 1104, 1727, 1134, 1725, 1243, 1979, 1096, 1064, 1054, 935, 1095, 613, 721, 583, 643, 20, 559, 574, 843, 1038, 623, 679, 674, 742, 569, 657, 1084, 188, 1342, 1067]",44,0.879,22.162,85.048
"[646, 564, 61, 940, 2175, 125, 995, 2210, 791, 339, 1169, 274, 878, 994, 51, 306, 219, 351, 135, 244, 881, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",16,3.414,5.914,94.812
"[647, 241, 297, 188, 531, 151, 376, 149, 1108, 2854, 118, 1157, 147, 387, 1001, 206, 59, 189, 857, 844, 84, 1113, 896, 91, 61, 841, 976, 645, 892, 643, 20, 981, 432, 98, 125, 1242, 952, 377, 995, 1241, 247, 744, 8, 105, 207, 598, 1033, 227, 1620, 1420]",44,1.839,6.174,94.945
"[648, 765, 1026, 389, 11, 1524, 22, 17, 34, 9, 589, 597, 1047, 613, 621, 633, 391, 36, 31, 5, 38, 683, 1077, 581, 2, 1035, 35, 2209, 924, 244, 47, 18, 1178, 1021, 26, 292, 48, 662, 20, 740, 1116, 965, 1150, 595, 274, 1119, 46, 630, 356, 336]",44,1.667,62.673,81.45
"[65, 1900, 115, 1174, 1958, 520, 517, 994, 500, 406, 1264, 861, 271, 2240, 1201, 2238, 373, 185, 877, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",14,24.629,24.629,62.067
"[65, 1963, 372, 172, 1731, 634, 1449, 1765, 1914, 798, 276, 618, 382, 267, 1518, 184, 710, 89, 1664, 586, 1121, 146, 222, 1493, 467, 1642, 891, 380, 1445, 548, 383, 261, 1237, 804, 346, 14, 604, 401, 815, 677, 1312, 419, 1290, 1460, 1783, 165, 201, -1, -1, -1]",42,0.02,29.605,86.859
"[650, 2067, 2390, 221, 767, 93, 339, 1238, 2301, 2233, 1241, 122, 996, 744, 1452, 1451, 1040, 1081, 1480, 1252, 217, 729, 210, 200, 214, 1093, 1836, 1705, 125, 1476, 7, 152, 213, 211, 98, 157, 190, 65, 644, 1471, 63, 1155, -1, -1, -1, -1, -1, -1, -1, -1]",37,0.16,0.16,93.196
"[657, 1186, 65, 61, 27, 1025, 983, 3424, 117, 640, 418, 1346, 417, 1257, 383, 577, 691, 1339, 1340, 1686, 1366, 730, 138, 397, 572, 401, 1396, 284, 1313, 25, 522, 419, 92, 376, 222, 746, 1424, 1361, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",33,0.134,1.032,98.513
"[657, 188, 1933, 520, 1713, 542, 902, 877, 6, 128, 106, 23, 744, 715, 65, 1116, 1050, 184, 1406, 58, 14, 1587, 1110, 85, 644, 178, 274, 721, 1065, 144, 42, 169, 756, 647, 1299, 27, 43, 1309, 1229, 2012, 1042, 866, 991, 429, 113, 665, 1099, 264, 2723, 466]",44,1.489,31.752,76.949
"[657, 52, 382, 24, 418, 220, 358, 946, 521, 470, 338, 40, 50, 1107, 327, 1034, 19, 282, 3368, 354, 2475, 439, 436, 281, 1897, 2439, 304, 372, 359, 1529, 927, 54, 438, 93, 1892, 146, 321, 1527, 1061, 508, 306, 1951, 236, 1360, 2160, 229, 466, 413, 449, 822]",44,0.063,58.055,74.163
"[657, 630, 1584, 1369, 293, 972, 1212, 59, 128, 2040, 842, 365, 63, 588, 190, 856, 114, 648, 1026, 777, 87, 858, 1418, 610, 208, 1047, 1061, 581, 18, 2183, 625, 1055, 1327, 2201, 97, 1006, 715, 587, 677, 1019, 738, 620, 161, 969, 739, 52, 435, 732, 1999, 767]",44,3.646,3.657,96.349
"[658, 1253, 358, 353, 2223, 2256, 355, 333, 2157, 1076, 882, 513, 2892, 2575, 2350, 2576, 662, 1457, 1195, 718, 747, 365, 85, 742, 151, 578, 193, 1102, 1227, 776, 181, 637, 574, 1301, 879, 260, 1254, 322, 715, 1232, 152, 663, 959, 1451, 2265, 429, 1993, 1119, 958, 2550]",44,0.232,0.232,96.023
"[663, 172, 152, 42, 1, 2019, 670, 163, 10, 2012, 543, 487, 52, 8, 1229, 125, 862, 129, 168, 318, 377, 85, 259, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,0.697,0.697,71.542
"[670, 322, 1451, 114, 165, 225, 1463, 1592, 630, 1196, 662, 1298, 282, 1232, 612, 1284, 618, 487, 1640, 258, 1914, 767, 1492, 1241, 517, 1449, 1636, 1514, 48, 1345, 44, 724, 112, 1455, 634, 97, 727, 1242, 1546, 1765, 10, 2084, 316, 68, 39, 358, 260, -1, -1, -1]",42,41.722,46.238,55.338
"[670, 858, 1199, 2679, 93, 2034, 3267, 105, 296, 1836, 1093, 2489, 1467, 2465, 106, 487, 163, 276, 2518, 2728, 124, 1639, 983, 463, 166, 1673, 377, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",22,0.232,29.756,84.944
"[671, 2224, 1048, 625, 2209, 17, 672, 2488, 88, 1043, 1634, 412, 153, 128, 1273, 1116, 274, 184, 1502, 1186, 2150, 1493, 588, 1150, 1211, 1051, 211, 68, 1534, 337, 1846, 2079, 2843, 284, 1857, 370, 535, 54, 441, 2378, 705, 524, 91, 1046, 1673, 76, 172, 510, 1085, 648]",44,1.864,30.171,75.107
"[679, 42, 1209, 2538, 24, 39, 898, 1856, 1451, 560, 744, 946, 1010, 883, 260, 68, 670, 830, 52, 102, 112, 337, 137, 1273, 227, 983, 496, 256, 317, 58, 230, 325, 712, 336, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",29,0.027,0.741,97.999
"[681, 364, 1254, 630, 322, 1565, 2348, 1556, 1451, 78, 737, 62, 717, 48, 7, 1448, 202, 1964, 175, 163, 1619, 1242, 210, 663, 97, 703, 221, 1711, 995, 23, 1002, 848, 1004, 749, 647, 677, 156, 841, 120, 644, 738, 87, 969, 642, 1510, 852, 1848, 481, 445, 282]",44,1.463,1.463,97.517
"[69, 1936, 517, 545, 268, 994, 861, 39, 959, 168, 24, 49, 2646, 258, 128, 1043, 53, 2640, 509, 548, 652, 1856, 369, 867, 789, 874, 2493, 877, 516, 70, 328, 933, 316, 920, 436, 937, 355, 129, 68, 2822, 2628, 816, 366, 617, 1846, 133, 492, 530, 226, 93]",44,1.8,1.8,97.617
"[693, 1186, 425, 291, 1257, 376, 1107, 1999, 592, 1577, 842, 1567, 1042, 587, 309, 1669, 848, 2156, 278, 1358, 507, 566, 8, 487, 105, 2578, 965, 1585, 663, 125, 1676, 530, 100, 1457, 337, 471, 432, 193, 1395, 1106, 500, 2019, 2092, 886, 1188, 174, 69, 518, 238, 1713]",44,0.353,1.006,99.207
"[699, 772, 2417, 1500, 1503, 1802, 413, 636, 702, 190, 169, 919, 1424, 535, 712, 792, 1302, 1356, 2090, 1347, 738, 2471, 386, 1039, 2300, 1758, 1434, 291, 1951, 1305, 552, 1404, 942, 344, 1460, 865, 2711, 1793, 172, 475, 716, 332, 677, 1745, 578, 640, 829, 1316, 1645, 334]",44,0.155,0.155,97.376
"[7, 79, 152, 200, 213, 1471, 721, 215, 140, 187, 349, 616, 256, 588, 1372, 386, 1836, 95, 278, 703, 58, 690, 1004, 273, 741, 756, 1114, 1023, 991, 114, 529, 644, 712, 111, 387, 3056, 857, 190, 376, 2235, 265, 1019, 196, 91, 587, 1227, 1214, 496, 189, 2538]",44,0.037,4.171,96.724
"[702, 2256, 305, 129, 260, 218, 39, 133, 530, 98, 715, 429, 152, 211, 337, 306, 434, 121, 923, 63, 524, 105, 168, 24, 8, 97, 175, 125, 1467, 40, 27, 613, 10, 51, 505, 53, 34, 597, 208, 382, 391, 5, 718, 45, 128, 85, 124, 588, 206, 6]",44,0.95,1.345,98.316
"[708, 283, 804, 441, 304, 433, 492, 166, 485, 1308, 1778, 1097, 2069, 2475, 1448, 106, 1452, 1640, 1, 168, 1523, 1543, 1731, 144, 717, 1606, 1609, 737, 2012, 1099, 951, 1129, 178, 1762, 3, 2255, 1646, 429, 54, 1493, 383, 987, 548, 425, 1825, 1231, 1004, 1301, 197, 739]",44,1.521,2.818,97.469
"[712, 49, 386, 6, 190, 749, 215, 151, 63, 216, 1155, 65, 1114, 187, 79, 349, 644, 647, 714, 241, 1146, 278, 59, 75, 1004, 857, 756, 1229, 1020, 61, 587, 434, 529, 118, 121, 3613, 591, 606, 620, 146, 1019, 161, 896, 92, 164, 95, 138, 645, 147, 770]",44,0.01,4.371,97.381
"[713, 1624, 415, 2044, 391, 610, 727, 38, 1046, 1863, 723, 756, 427, 1738, 1645, 2142, 609, 1461, 633, 12, 2, 36, 422, 1796, 420, 26, 1254, 630, 1462, 339, 986, 1922, 1629, 1284, 1535, 1492, 961, 1583, 849, 666, 1527, 1458, 662, 560, 1093, 670, 421, 1450, 536, 719]",44,1.194,2.324,97.935
"[715, 339, 169, 61, 482, 353, 513, 516, 2155, 70, 426, 501, 280, 333, 219, 135, 1495, 1279, 767, 105, 618, 560, 247, 122, 744, 421, 110, 175, 83, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,1.102,47.792,66.257
"[716, 568, 891, 1745, 383, 2183, 731, 522, 1352, 1746, 253, 793, 1182, 872, 901, 1334, 275, 201, 400, 1305, 1209, 90, 1412, 772, 578, 1177, 919, 815, 447, 691, 728, 557, 640, 1375, 1366, 843, 592, 401, 1331, 515, 736, 559, 574, 657, 1038, 623, 1317, 607, 809, 718]",44,0.068,7.497,96.782
"[717, 276, 618, 1299, 184, 1261, 2912, 1159, 463, 1452, 1455, 1676, 2484, 715, 217, 2012, 961, 274, 339, 663, 56, 1587, 2270, 53, 117, 2399, 20, 1081, 1110, 471, 727, 163, 694, 42, 1233, 152, 1121, 1406, 1674, 327, 1257, 243, 1453, 391, 216, 69, 542, 761, 324, 789]",44,3.841,3.841,94.027
"[720, 1467, 2717, 256, 79, 894, 121, 320, 80, 502, 1191, 2059, 157, 216, 665, 214, 212, 1024, 749, 1113, 587, 1020, 1042, 1351, 124, 2009, 1254, 1640, 2072, 1150, 23, 177, 46, 2270, 1460, 165, 1802, 2922, 1757, 901, 1630, 413, 383, 475, 1312, 628, 1088, 826, 394, 372]",44,0.121,29.551,79.577
"[720, 65, 1613, 121, 872, 1607, 2174, 1698, 4, 1614, 523, 98, 339, 695, 1498, 1694, 1349, 1401, 1934, 39, 680, 885, 1003, 1497, 122, 1519, 2653, 1367, 916, 61, 17, 455, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,6.219,23.116,81.797
"[728, 426, 42, 23, 49, 160, 630, 560, 1254, 339, 10, 1, 24, 110, 2578, 106, 1107, 129, 547, 1448, 610, 412, 247, 1532, 382, 548, 153, 128, 1587, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",24,0.026,13.06,89.793
"[73, 576, 1844, 2582, 2465, 85, 41, 757, 56, 1211, 816, 336, 564, 731, 1501, 515, 1314, 702, 2884, 425, 1186, 199, 1375, 535, 244, 315, 1434, 1182, 149, 741, 716, 1352, 677, 1177, 826, 84, 604, 1951, 1305, 1393, 427, 636, 1255, 835, 292, 1688, 1042, 1833, 4, 545]",44,0.087,1.334,99.083
"[731, 568, 275, 1660, 1745, 1501, 1281, 1147, 2267, 3102, 1258, 901, 1213, 732, 523, 567, 1360, 660, 1226, 2441, 622, 812, 1089, 1757, 1380, 2876, 576, 1338, 2961, 215, 1014, 1292, 1930, 2466, 1093, 1146, 1020, 1214, 1082, 1203, 1064, 1727, 1524, 2092, 1651, 2734, 1000, 1106, 1275, 2317]",44,1.664,5.144,96.016
"[734, 190, 620, 844, 219, 61, 213, 207, 117, 41, 393, 135, 274, 16, 184, 559, 574, 843, 657, 721, 425, 643, 20, 718, 742, 27, 218, 49, 98, 157, 58, 140, 210, 435, 214, 211, 720, 75, 146, 151, 1042, 79, 94, 647, 712, 386, 387, 133, 606, 756]",44,0.033,65.14,72.169
"[738, 755, 968, 768, 156, 1008, 985, 1018, 620, 161, 841, 976, 645, 606, 494, 99, 969, 763, 865, 880, 556, 642, 87, 1724, 937, 1260, 1146, 105, 734, 980, 2159, 39, 1159, 1116, 214, 326, 1296, 869, 1150, 432, 1112, 1536, 595, 1131, 213, 1119, 1319, 1180, 652, 189]",44,0.006,28.422,83.342
"[74, 475, 879, 34, 11, 589, 824, 391, 610, 17, 799, 651, 50, 609, 1047, 613, 1048, 1732, 1028, 1524, 38, 783, 597, 208, 621, 33, 35, 46, 18, 402, 625, 633, 1094, 36, 390, 1827, 3221, 1051, 1368, 671, 1077, 582, 1, 16, 210, 39, 237, 23, 86, 753]",44,8.033,15.336,89.04
"[741, 94, 991, 61, 95, 278, 69, 1019, 145, 714, 1272, 849, 189, 433, 858, 841, 118, 892, 2293, 768, 679, 127, 513, 1537, 326, 1132, 869, 1150, 432, 1159, 2661, 1116, 193, 601, 1112, 1131, 214, 274, 1119, 886, 1115, 1180, 791, 716, 279, 1900, 734, 373, 185, 455]",44,3.984,3.984,95.066
"[742, 257, 61, 39, 877, 1692, 41, 536, 51, 291, 117, 30, 276, 135, 366, 358, 316, 21, 324, 553, 1630, 177, 538, 535, 1658, 1756, 5, 1290, 372, 528, 227, 245, 68, 247, 923, 337, 327, 1529, 547, 93, 449, 24, 49, 1107, 1674, 277, 168, 3172, 52, 384]",44,1.316,1.316,88.399
"[742, 574, 657, 853, 1905, 908, 2863, 10, 2757, 46, 41, 9, 208, 799, 1051, 683, 589, 597, 609, 1047, 35, 47, 34, 633, 1061, 2146, 391, 390, 1052, 38, 50, 11, 17, 1729, 33, 1368, 332, 1063, 1770, 1077, 1328, 389, 567, 1800, 1091, 1402, 3458, 90, 649, 106]",44,4.546,5.948,94.475
"[744, 27, 1006, 703, 433, 190, 539, 63, 991, 587, 114, 529, 295, 1059, 857, 1008, 252, 323, 604, 645, 1015, 971, 738, 559, 865, 606, 620, 809, 841, 120, 763, 739, 755, 87, 1724, 880, 99, 108, 556, 969, 642, 1076, 998, 1191, 1096, 1723, 565, 1064, 1243, 1134]",44,0.618,2.353,92.31
"[744, 506, 39, 440, 41, 983, 327, 445, 78, 1595, 1174, 1311, 213, 16, 27, 375, 2468, 1886, 1112, 1536, 214, 1711, 761, 604, 274, 2232, 1071, 1467, 116, 125, 715, 1229, 862, 148, 123, 172, 65, 449, 1169, 754, 1317, 161, 1671, 776, 1866, 1073, 1074, 10, 48, 257]",44,0.119,0.119,97.793
"[744, 630, 666, 1914, 106, 237, 397, 758, 2507, 1593, 828, 2331, 991, 900, 130, 455, 1686, 759, 1802, 778, 1024, 3178, 1738, 914, 522, 478, 1302, 2308, 9, 264, 2021, 1856, 2057, 127, 284, 1425, 1996, 897, 600, 734, 190, 539, 252, 133, 289, 63, 1894, 1904, 161, 323]",44,0.012,0.363,98.894
"[75, 1019, 1020, 94, 976, 114, 1372, 387, 896, 1671, 714, 490, 105, 207, 632, 830, 393, 316, 601, 1062, 548, 20, 184, 176, 2848, 770, 382, 117, 798, 16, 702, 129, 322, 1452, 52, 1309, 247, 1299, 98, 530, 425, 643, 742, 27, 559, 1311, 462, 744, 1659, 515]",44,0.551,2.924,97.527
"[755, 87, 1008, 1842, 1191, 1725, 2014, 1251, 760, 1838, 606, 1716, 108, 1260, 1210, 1327, 1723, 565, 1064, 1724, 134, 1727, 967, 1134, 2017, 879, 955, 1656, 1185, 2783, 1715, 1190, 2165, 1837, 1054, 2959, 1720, 1030, 1096, 1990, 1243, 1979, 627, 2674, 1049, 2021, 2976, 3366, 935, 1058]",44,1.023,2.168,86.253
"[762, 483, 1866, 1782, 475, 444, 2476, 3327, 1328, 2673, 1961, 2268, 493, 1307, 1767, 2809, 1381, 2231, 2843, 1958, 316, 362, 261, 351, 355, 34, 317, 336, 291, 248, 177, 1290, 380, 557, 1151, 232, 1660, 1362, 875, 2146, 538, 761, 2154, 1802, 535, 1758, 891, 658, 353, 872]",44,0.167,0.167,98.855
"[763, 612, 670, 129, 245, 68, 106, 257, 105, 185, 39, 1201, 1169, 264, 1146, 328, 128, 51, 560, 247, 662, 8, 52, 210, 1093, 1300, 547, 840, 1241, 49, 1254, 421, 339, 175, 16, 663, 7, 163, 665, 1537, 1468, 152, 178, 548, 217, 72, 340, 337, 393, 2571]",44,6.169,6.169,91.477
"[767, 129, 156, 487, 187, 339, 1452, 1238, 961, 247, 122, 744, 662, 322, 421, 2034, 868, 864, 1619, 1489, 1550, 2517, 1836, 1298, 1, 282, 24, 547, 171, 1606, 276, 1647, 3117, 2480, 1395, 2605, 258, 3022, 1467, 2181, 157, 505, 106, 2475, 2492, -1, -1, -1, -1, -1]",40,0.306,0.306,98.173
"[768, 87, 857, 642, 59, 126, 858, 127, 841, 3035, 194, 1605, 134, 181, 1266, 1185, 3455, 1045, 2091, 1238, 102, 137, 435, 771, 247, 245, 2067, 122, 830, 1446, 112, 3423, 58, 712, 922, 2882, 1019, 897, 714, 894, 490, 2102, 1968, 912, 837, 164, 1954, 591, 889, 73]",44,0.509,14.866,88.736
"[771, 1233, 1591, 548, 2152, 6, 2031, 200, 2039, 124, 86, 384, 185, 23, 152, 799, 393, 1298, 45, 1529, 360, 610, 485, 280, 951, 382, 604, 1504, 291, 43, 172, 210, 1110, 1040, 1543, 568, 42, 435, 1024, 762, 137, 63, 79, 671, 412, 1311, 40, 4, 430, 500]",44,0.458,0.527,99.498
"[775, 1342, 658, 1178, 1618, 676, 591, 602, 747, 523, 1854, 1824, 2870, 1327, 1798, 2871, 1336, 1827, 2680, 1441, 788, 889, 1222, 1967, 1138, 811, 132, 688, 1204, 576, 1605, 700, 773, 812, 2885, 1852, 1364, 1601, 1643, 1092, 2883, 1220, 2137, 1602, 2419, 1603, 1400, 129, 1232, 520]",44,0.386,0.574,99.484
"[776, 322, 27, 114, 93, 4, 500, 2092, 2019, 77, 105, 1298, 8, 168, 1467, 68, 88, 257, 245, 52, 525, 373, 175, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",18,0.286,0.286,96.622
"[79, 776, 152, 712, 588, 387, 1712, 190, 591, 63, 265, 587, 320, 714, 749, 118, 34, 11, 1047, 51, 18, 589, 609, 208, 219, 31, 38, 47, 124, 85, 784, 1762, 3, 1532, 415, 391, 1576, 427, 15, 420, 390, 604, 636, 2184, 403, 1828, 1364, 409, 549, 274]",44,0.139,1.502,99.016
"[793, 776, 1073, 1659, 1697, 1224, 1076, 609, 391, 46, 208, 1046, 415, 1738, 15, 1618, 1054, 1828, 41, 665, 211, 386, 1042, 387, 149, 1483, 118, 212, 892, 124, 204, 739, 559, 1231, 197, 755, 601, 85, 618, 1299, 799, 16, 34, 199, 14, 516, 76, 564, 337, 626]",44,0.47,0.47,98.739
"[794, 1857, 648, 1223, 1444, 605, 1217, 732, 622, 1365, 1798, 1231, 2742, 1325, 1103, 1715, 1441, 775, 2591, 1854, 2552, 1835, 1190, 1361, 2609, 688, 1204, 132, 3080, 2870, 1605, 1181, 1618, 330, 1824, 2867, 2339, 1773, 576, 2553, 1873, 1693, 1338, 1859, 423, 1416, 1364, 1092, 1170, 2055]",44,3.049,3.049,91.264
"[795, 322, 983, 1242, 169, 1517, 885, 1498, 185, 2221, 653, 1269, 200, 39, 877, 1707, 2381, 240, 454, 1155, 1072, 466, 1536, 2251, 846, 278, 734, 958, 696, 17, 1635, 2529, 636, 1645, 402, 865, 1201, 1146, 1650, 1347, 657, 328, 1594, 1958, -1, -1, -1, -1, -1, -1]",39,3.096,3.096,96.594
"[798, 125, 128, 137, 670, 98, 6, 217, 210, 218, 1019, 187, 44, 152, 1108, 214, 93, 211, 256, 63, 1874, 1114, 241, 588, 387, 768, 206, 1252, 156, 146, 776, 587, 434, 114, 118, 971, 712, 151, 149, 196, 61, 158, 121, 714, 59, 161, 16, 289, 731, 2680]",44,15.512,16.672,83.665
"[799, 757, 1514, 1652, 222, 586, 1345, 548, 351, 16, 374, 169, 378, 248, 23, 866, 184, 624, 1455, 176, 697, 89, 1302, 1309, 756, 816, 244, 1299, 20, 343, 386, 1186, 2105, 638, 2090, 204, 1311, 731, 324, 742, 699, 772, 146, 383, 1314, 1352, 190, 1204, 413, 702]",44,0.109,0.109,98.281
"[8, 600, 1513, 1195, 566, 46, 702, 1002, 425, 1530, 1043, 586, 1642, 757, 1298, 734, 171, 117, 1211, 200, 712, 184, 624, 617, 1795, 710, 1692, 169, 1309, 5, 1501, 689, 1252, 199, 723, 756, 538, 604, 815, 626, 386, 1349, 638, 1311, 520, 406, 1713, 69, 1847, 820]",44,3.196,3.819,96.359
"[80, 161, 904, 126, 513, 1086, 777, 1193, 1089, 1103, 648, 182, 92, 1037, 879, 124, 859, 134, 2139, 172, 243, 897, 588, 920, 150, 576, 1712, 151, 131, 1830, 413, 344, 433, 60, 117, 192, 845, 3197, 1862, 114, 631, 850, 1869, 1671, 1119, 732, 39, 1098, 127, 226]",44,2.887,3.93,95.916
"[800, 42, 767, 154, 23, 1349, 2042, 696, 45, 105, 2307, 439, 1832, 1107, 2092, 426, 172, 28, 124, 421, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",15,0.18,19.233,86.788
"[801, 169, 286, 247, 722, 1, 1173, 1635, 1663, 204, 1699, 1579, 1419, 1420, 212, 979, 1069, 976, 1072, 170, 410, 1675, 1307, 701, 1269, 1070, 1581, 1102, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",23,7.717,14.886,87.501
"[81, 1189, 1688, 3072, 457, 1784, 519, 490, 1310, 475, 1877, 364, 1766, 1435, 1303, 483, 1975, 2735, 1973, 1275, 1849, 1223, 1321, 2380, 1329, 819, 450, 3163, 1012, 1556, 1235, 1320, 568, 1195, 815, 420, 397, 829, 2326, 746, 1437, 809, 585, 871, 1339, 1686, 1596, 1436, 881, 69]",44,0.001,0.029,99.98
"[815, 522, 640, 2226, 1347, 1460, 2220, 687, 739, 353, 746, 577, 691, 1749, 792, 761, 789, 2892, 794, 1310, 1436, 1253, 1335, 584, 1857, 1672, 1757, 1197, 809, 1366, 397, 1380, 1334, 591, 910, 1358, 1076, 622, 1430, 333, 1226, 1055, 194, 1166, 747, 1785, 1787, 871, 1686, 658]",44,0.555,0.555,98.209
"[829, 815, 165, 1849, 1596, 640, 535, 522, 332, 568, 794, 675, 222, 351, 372, 687, 397, 41, 617, 146, 21, 574, 569, 1942, 1696, 657, 1084, 1905, 751, 1317, 607, 515, 853, 809, 61, 2278, 2204, 877, 257, 1769, 70, 318, 916, 2660, 39, 2216, 1169, 1856, 898, 1147]",44,0.669,0.669,99.331
"[83, 1504, 202, 995, 1314, 1640, 2067, 1551, 1262, 538, 114, 626, 2520, 843, 146, 63, 1042, 1050, 11, 772, 19, 383, 1508, 1023, 485, 1765, 770, 78, 196, 632, 18, 9, 171, 616, 927, 589, 849, 159, 946, 2558, 1117, 604, 609, 1028, 1252, 76, 1532, 2510, 535, 1560]",44,5.594,5.715,94.315
"[833, 568, 178, 93, 293, 105, 435, 670, 1, 487, 796, 45, 245, 128, 106, 49, 260, 68, 1159, 554, 257, 125, 55, 52, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",19,0.412,51.835,70.609
"[835, 1543, 670, 830, 1616, 2042, 1467, 210, 771, 2031, 554, 2571, 767, 624, 97, 207, 1263, 3233, 995, 1518, 214, 757, 1447, 421, 339, 2084, 2034, 2148, 2255, 1513, 2301, 724, 719, 48, 1159, 1241, 612, 1448, 1646, 3356, 175, 840, 112, 64, 1300, 1731, 1606, 1269, 200, 618]",44,0.663,11.53,91.705
"[841, 1076, 739, 755, 559, 360, 969, 1191, 105, 789, 874, 516, 185, 353, 867, 5, 791, 232, 1997, 279, 316, 436, 1031, 1691, 364, 339, 269, 4, 1655, 2810, 2062, 920, 220, 455, 940, 295, 249, 1151, 552, 501, 51, 333, 44, 351, 446, 39, 219, 930, 259, 642]",44,0.01,26.964,78.125
"[842, 394, 2078, 93, 605, 52, 536, 1183, 22, 105, 719, 796, 771, 601, 39, 207, 221, 51, 2040, 185, 1242, 48, 543, 247, 117, 500, 1692, 980, 877, 2817, 1101, 870, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",27,2.201,2.201,92.325
"[846, 1564, 2123, 209, 385, 195, 611, 1579, 408, 1609, 917, 98, 394, 2949, 395, 1508, 398, 1497, 1295, 739, 762, 653, 129, 245, 501, 951, 1585, 1493, 2070, 2912, 1043, 42, 43, 1062, 1406, 1988, 2541, 1305, 1419, 109, 588, 2547, 2421, 426, 1544, 2090, 113, 766, 1667, 1963]",44,0.183,6.814,95.552
"[848, 253, 45, 6, 1774, 1844, 516, 105, 278, 353, 867, 513, 789, 232, 509, 933, 937, 292, 316, 920, 502, 455, 274, 364, 938, 1151, 931, 1136, 309, 1614, 801, 360, 1388, 351, 244, 39, 51, 219, 2140, 892, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",35,9.301,10.316,90.07
"[85, 2181, 46, 128, 56, 995, 175, 1233, 1621, 1652, 42, 1540, 41, 1616, 505, 715, 98, 1584, 1116, 60, 152, 835, 507, 1311, 107, 148, 541, 862, 117, 298, 375, 1943, 210, 1546, 1002, 2475, 296, 774, 940, 663, 97, 1242, 952, 377, 616, 665, 1945, 1484, 547, 983]",44,13.105,13.105,85.877
"[851, 1772, 669, 684, 1226, 1381, 1222, 181, 622, 1797, 605, 1076, 2950, 1374, 1405, 1067, 2387, 3261, 1426, 1852, 1736, 1733, 2790, 1601, 1083, 1828, 493, 1090, 2400, 1423, 1027, 1429, 2392, 2115, 1170, 3058, 792, 1142, 1815, 1506, 1430, 3103, 4, 1106, 2501, 2317, 1034, 746, 320, 162]",44,1.313,65.827,55.805
"[851, 976, 1199, 203, 556, 2746, 1704, 1372, 87, 127, 1152, 1059, 1079, 2213, 131, 92, 1103, 1841, 576, 1037, 1251, 1086, 2781, 2295, 1656, 530, 1634, 694, 100, 2039, 1173, 965, 2336, 254, 1233, 429, 152, 1235, 1107, 1896, 57, 721, 213, 610, 633, 33, 31, 222, 2944, 164]",44,0.879,15.105,91.252
"[857, 93, 27, 587, 1353, 149, 217, 45, 643, 559, 607, 157, 128, 200, 214, 670, 211, 49, 729, 65, 187, 152, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1]",17,0.441,14.683,86.011
