i,position,count,k,jaccards,ndcg,counterfactuals,alphabet_len,sequence,model,dataset,determinism,pop_size,generations,halloffame_ratio,fitness_alpha,allowed_mutations,include_sink,mut_prob,crossover_prob,mutation_params,generation_strategy,jaccard_threshold,timestamp
111,14,130,5,94.047,94.773,10.202,3705,"129,1686,811,932,2527,657,1273,318,490,2101,1349,3233,2600,1347,1248,215,2102,2720,1263,2722,2221,339,2610,2480,1498,3030,110,1497,961,1923,695,885,218,122,1519,2529,39,795,1060,2041,98,278,1929,2827,2459,774,1470",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
112,14,130,5,96.608,98.635,0.054,3705,"397,1746,172,343,333,401,1784,1393,1681,413,730,568,640,475,708,3269,2375,248,1313,584,775,2157,2591,1226,622,1392,257,2439,39,361,2246,287,2600,2491,532,2325,2244,950,534,2215,1644,1987,832,2052,1486,174,1106,2243,69,1245",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
113,14,130,5,76.783,99.95,0.0,3705,"133,216,1476,65,218,1042,152,114,214,211,98,1081,720,217,210,79,200,241,588,265,187,91,167,111,620,137,434,192,386,138,196,529,93,712,387,80,644,647,714,1473,1020,1114,92,1483,1059,59,1694,1666,147,123",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
114,14,130,5,99.352,99.46,1.269,3705,"657,630,1584,1369,293,972,1212,59,128,2040,842,365,63,588,190,856,114,648,1026,777,87,858,1418,610,208,1047,1061,581,18,2183,625,1055,1327,2201,97,1006,715,587,677,1019,738,620,161,969,739,52,435,732,1999,767",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
115,14,130,5,80.565,95.702,0.0,3705,"3012,2333,777,405,858,1678,841,1666,1272,1333,1337,1704,760,99,1860,197,1842,312,631,1193,1276,92,73,1073,2099,2551,1837,2318,1716,1076,2018,66,1210,1251,1064,1382,837,1089,198,576,181,2785,1386,565,1268,1659,1243,1103,1830,207",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
116,14,130,5,86.592,89.256,26.775,3705,"1272,216,114,53,438,39,602,199,1349,1043,215,1263,168,129,530,49,909,353,133,801,98,52,789,148,183,284,500,525,69,534,1522,1158,406,1195",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
117,14,130,5,72.08,89.264,15.493,3705,"1332,2571,154,157,2689,2149,1964,171,101,1625,418,1065,1587,7,230,526,112,2307,694,1300,1606,862,281,663,1234,1629,1467,1229,85,795,40,1922,586,849,59,3184,1739,1802,475,293,1212,912,2675,611,124,1301,84,398,2633,1287",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
118,14,130,5,99.04,100.0,0.0,3705,"129,1427,169,747,148,328,61,455,881,39,45,125,128,133,65,435,117,670,93,49,41,187,245,260,68,247,135,425,643,172,432,210,175,1116,214,274,1144,98,124,715,216,218,211,24,195",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
119,14,130,5,96.98,98.457,2.726,3705,"587,1157,892,10,85,742,1479,41,11,391,65,610,718,1846,175,412,110,505,471,1099,1257,866,284,1527,1631,522,568,609,425,2075,239,525,69,534,546,384,260,247,19,789,317,530,501,519,1460,531,291,91,594,500",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
120,14,130,5,81.948,88.562,24.912,3705,"2641,483,1078,316,1809,23,863,789,516,509,933,1936,353,867,791,1691,328,364,269,292,2159,274,1169,1151,931,1136,264,360,351,244,39",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
121,14,130,5,50.152,81.002,20.837,3705,"114,16,129,1330,23,1268,1201,435,487,719,97,52,125,128,68,1116,583,243,432,950,69,42",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
122,14,130,5,99.688,99.995,0.0,3705,"1629,48,237,598,2096,71,110,3039,382,566,418,500,220,317,316,92,39,291,185,1449,51,771,1631,1652,89,767,23,77,8,697,117,601,632,634,1062,274,142,76,135,1299,799,1257,1309,14,586,548,16,638,804,1795",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
123,14,130,5,72.858,89.31,8.394,3705,"1559,906,1918,894,1673,2016,1235,243,1535,94,434,874,1214,877,2073,918,800,2335,3296,329,196,3026,118,2719,926,2100,306,1547,1369,2120,904,1688,890,888,1470,922,2746,887,1553,1388,2059,892,3044,895,899,70,1472,2102,1869,1173",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
124,14,130,5,84.131,99.668,0.0,3705,"1595,512,490,2136,761,881,1329,1334,871,845,1958,811,1430,652,732,1154,920,1079,1089,1199,1185,1022,198,576,850,1724,1342,1436,1608,1727,1181,2098,1104,1067,878,1030,1828,1859,879,182,570,1092,1095,3042,615,199,865,696,557,1857",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
125,14,130,5,99.91,99.971,0.0,3705,"679,42,1209,2538,24,39,898,1856,1451,560,744,946,1010,883,260,68,670,830,52,102,112,337,137,1273,227,983,496,256,317,58,230,325,712,336",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
126,14,130,5,84.874,93.644,8.286,3705,"351,337,516,110,243,510,511,135,11,375,918,497,93,317,505,906,270,471,551,466,28,526,34,86,377,2201,823,323,397,983,2056,2236,438,1691,496,558,1986,907,537,291,825,358,80,543,284,370,524,482,372,142",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
127,14,130,5,95.555,98.414,0.783,3705,"349,816,157,205,1019,510,61,19,535,1302,209,219,626,1537,1043,729,375,75,243,284,177,558,1150,53,180,1023,121,1539,768,789,742,770,291,383,829,587,772,252,1309,564,448,640,1527,1277,905,731,1360,901,788,890",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
128,14,130,5,99.811,99.994,0.0,3705,"39,337,98,96,983,918,1235,958,243,2072,1119,1259,326,800,151,434,121,460,94,1688,912,91,1861,80,1745,306,1968,376,896,3026,405,2145,844,910,203,926,1205,1173,223,1690,922,536,89,185,30,41,1034,891,382,378",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
129,14,130,5,81.672,93.808,4.696,3705,"657,52,382,24,418,220,358,946,521,470,338,40,50,1107,327,1034,19,282,3368,354,2475,439,436,281,1897,2439,304,372,359,1529,927,54,438,93,1892,146,321,1527,1061,508,306,1951,236,1360,2160,229,466,413,449,822",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
0,13,130,5,86.764,91.447,17.031,3705,"2720,365,1634,1229,140,351,1664,160,1534,1233,618,267,2490,213,2483,89,273,665,352,222,2265,2612,429,2492,2827,532,1002,202,821,1615,1284,830,176,1116,2626,23,415,1988,694,133,1536,510,290,152,204,1034,1273,289,462,165",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
1,13,130,5,87.937,91.39,16.302,3705,"713,1624,415,2044,391,610,727,38,1046,1863,723,756,427,1738,1645,2142,609,1461,633,12,2,36,422,1796,420,26,1254,630,1462,339,986,1922,1629,1284,1535,1492,961,1583,849,666,1527,1458,662,560,1093,670,421,1450,536,719",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
2,13,130,5,59.785,98.012,0.27,3705,"154,799,1341,65,172,214,184,536,1463,598,274,1510,1034,207,540,412,2475,1616,244",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
3,13,130,5,90.369,97.446,1.242,3705,"207,382,771,1622,200,178,135,316,1309,185,23,866,2495,724,1121,1493,649,697,1652,2456,1664,634,548,1595,97,45,612,999,744,78,749,377,715,990,991,616,1009,1006,734,539,65,323,971,677,1004,587,841,1475,656,295",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
4,13,130,5,87.858,97.934,0.432,3705,"755,87,1008,1842,1191,1725,2014,1251,760,1838,606,1716,108,1260,1210,1327,1723,565,1064,1724,134,1727,967,1134,2017,879,955,1656,1185,2783,1715,1190,2165,1837,1054,2959,1720,1030,1096,1990,1243,1979,627,2674,1049,2021,2976,3366,935,1058",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
5,13,130,5,99.309,99.759,0.054,3705,"1346,669,648,198,1315,1334,423,1342,658,1773,1380,1175,1089,908,622,2892,3284,2469,2797,811,914,576,2885,2147,2609,1834,2828,1383,1181,700,2206,182,1771,1318,1867,1092,2115,1608,936,1057,1109,2883,1826,2607,1153,1138,1204,2544,2137,2055",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
6,13,130,5,91.087,99.658,0.0,3705,"3430,1371,658,595,24,339,1238,2572,1232,560,247,1250,744,1451,2233,1241,961,122,986,946",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
7,13,130,5,77.22,99.919,0.0,3705,"1003,426,920,502,2043,312,219,930,892,45,125,128,140,210,435,670,93,49,137,216,217,1155,65,209,1229,200,644,214,211,712,1081,278,58,1476,196,152,111,588,1836,151,161,896,114,121,80,156,190,1482,149,776",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
8,13,130,5,77.678,95.204,0.162,3705,"1518,563,178,2270,601,634,200,618,724,1002,41,8,176,643,1664,184,757,1648,1299,742,421,798,720,418,727,1762,719,796,1372,1159,1127,213,210,1536,214,274,1501,869,595,947,1112,1131,1926,1977,9,633,610,47,683,1047",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
9,13,130,5,65.742,84.697,6.748,3705,"421,1136,714,138,42,635,3013,2326,39,2204,762,1416,152,281,1853,211,744,1692,133,377,53,40,449,10,2042,172,23,549,793,8,274,317,56,1500,2164,1042,178,1385,27,65,187,1510,157,1532,243,1929,917,218,647,539",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
10,13,130,5,73.982,94.565,0.054,3705,"645,739,620,969,642,1260,865,631,87,2020,99,556,1076,763,565,134,108,1185,1210,1997,1104,1727,1134,1725,1243,1979,1096,1064,1054,935,1095,613,721,583,643,20,559,574,843,1038,623,679,674,742,569,657,1084,188,1342,1067",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
11,13,130,5,74.094,90.917,14.845,3705,"1272,33,65,793,42,727,400,1349,2042,1463,199,1390,1624,1962,375,1235,1248,1398,696,1043,2102,1547,257,373,980,318,39,17,1769,898",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
12,13,130,5,90.79,99.98,0.0,3705,"45,189,2439,2192,65,66,110,2786,426,1073,435,670,1666,147,1193,2551,679,7,214,1844,137,140,729,210,1110,44,474,431,301,133,715,1155,218,187,211,256,588,123,387,433,63,79,278,1019,196,118",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
13,13,130,5,98.278,99.594,0.027,3705,"63,61,114,644,1475,27,1005,1004,190,1019,323,1006,1018,620,604,677,768,161,513,985,1588,725,559,865,1711,809,2557,1120,645,755,87,1249,2556,1076,1210,134,1727,168,260,435,129,796,128,277,662,106,163,55,719,547",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
14,13,130,5,77.114,98.081,0.0,3705,"578,65,28,1432,2079,199,1043,1713,80,63,265,44,152,157,1059,133,93,49,631,433,190,134,844,79,118,105,639,1396,51,117,90,21,402,89,336",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
15,13,130,5,99.925,99.985,0.0,3705,"538,21,516,336,190,291,366,1012,804,503,515,2850,535,2399,355,1896,90,816,1595,872,1865,1187,33,146,1277,149,552,2471,84,1802,619,451,397,826,984,180,165,745,1310,1322,1432,353,1055,413,668,687,332,2867,600,658",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
16,13,130,5,59.651,98.549,1.727,3705,"712,49,386,6,190,749,215,151,63,216,1155,65,1114,187,79,349,644,647,714,241,1146,278,59,75,1004,857,756,1229,1020,61,587,434,529,118,121,3613,591,606,620,146,1019,161,896,92,164,95,138,645,147,770",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
17,13,130,5,92.989,97.965,0.567,3705,"155,556,1940,74,1716,1089,2655,1844,1251,1104,2320,2176,1073,1343,1103,2294,1064,1079,1727,930,879,1656,2174,2641,1351,1030,2295,2200,1095,1049,245,260,2781,256,983,58,243,60,337,922,1688,912,1108,2963,2449,1968,1225,889,732,920",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
18,13,130,5,88.846,99.039,0.0,3705,"1427,65,1139,2511,1186,796,245,52,51,49,41,93,337,14,16,58,42,715,756,1229,218,1116,85,23,187,178,274,211,20,184,1211,1332,1650,1235,53,429,548,731,1299,626,206,219,702,45,125,133,114",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
19,13,130,5,81.29,98.301,0.027,3705,"391,127,1047,613,5,683,9,208,1048,8,1863,581,771,601,506,178,799,207,382,14,23,274,176,142,291,1345,1211,16,20,757,643,169,1314,815,1311,731,1299,184,965,27,1006,1059,156,433,252,161,991,897,656,738",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
20,13,130,5,96.499,99.723,0.0,3705,"650,2067,2390,221,767,93,339,1238,2301,2233,1241,122,996,744,1452,1451,1040,1081,1480,1252,217,729,210,200,214,1093,1836,1705,125,1476,7,152,213,211,98,157,190,65,644,1471,63,1155",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
21,13,130,5,69.405,98.615,0.108,3705,"61,54,530,789,801,63,2267,59,189,190,620,844,151,149,741,196,186,114,529,120,1227,167,2182,574,87,126,134,1301,606,127,2275,859,73,648,955,288,1342,1045,1104,1079,2780,203,1402,2176,1830,1199,1266,2644,576,879",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
22,13,130,5,83.987,97.813,0.216,3705,"2099,754,131,556,1076,1157,565,1837,134,2781,1103,1199,2944,1656,1185,1086,1064,1085,1054,1030,879,663,97,612,1698,1006,1242,539,377,995,323,744,1002,27,677,759,161,725,559,968,865,1249,859,969,755,631,1251,1191,2168,1096",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
23,13,130,5,79.241,92.083,5.29,3705,"720,65,1613,121,872,1607,2174,1698,4,1614,523,98,339,695,1498,1694,1349,1401,1934,39,680,885,1003,1497,122,1519,2653,1367,916,61,17,455",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
24,13,130,5,90.873,100.0,0.0,3705,"1523,2943,1452,1848,471,1762,154,410,2052,2985,1493,1259,3,2248,701,2453,406,1576,1419,113,1607,1614,2604,231,522,2533,640,419,172,1385,2789,976,2914,1593,2841,1346,1408,1687,585,420,472,2491,3671,1476,1069,1478,1070,2250,892,1286",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
25,13,130,5,90.888,99.979,0.0,3705,"35,683,34,41,208,581,17,940,609,1047,613,633,1524,5,18,33,31,1077,105,1279,8,382,1513,767,548,135,516,56,199,117,16,1121,317,1293,276,1195,370,1504,89,362,14,1802,618,1299,165,324,274,184,1345,798",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
26,13,130,5,53.868,70.854,58.003,3705,"2827,39,1076,795,2036,1418,756,2013,123,1337,168,79,386,1773,1540,672,10,1636,697,2042,618,1543,727,683,9,613,1762,3,650,12,1624,415,2228,610,798,47,15,34,1632,1576,723,604,38,46,793,216,68,1517,281,165",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
27,13,130,5,97.165,99.926,0.0,3705,"110,521,220,281,2570,1952,2577,1988,2135,1201,1324,3458,178,236,1793,542,69,2139,1929,334,1060,511,3,777,404,11,10,1863,1532,415,2221,46,332,1046,613,1762,636,38,2142,2184,2328,427,1608,389,41,135,566,1668,366,85",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
28,13,130,5,48.19,60.753,72.335,3705,"588,128,1985,3325,825,892,257,70,2786,373,1649,1137,899,980,318,61,17,455,810,898,2817,328",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
29,13,130,5,56.341,78.944,39.784,3705,"479,42,432,449,124,104,382,1467,237,165,624,160,384,1401,438,5,712,110,764,1530,1116,906,421,157,176,793,150,16,613,696,175,448,714,674,1309,1042,1500,1257,375,80,1344,151,1476,439,492,141,177,815,46,91",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
30,13,130,5,91.738,98.41,0.108,3705,"530,68,135,27,1587,1863,492,601,274,702,281,98,316,20,133,589,326,511,651,42,41,1825,462,1576,905,2542,2293,1318,1866,1564,209,195,124,1833,394,846,395,1508,398,739,917,1840,1231,1383,2433,245,227,60,897,836",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
31,13,130,5,91.838,99.848,0.0,3705,"879,257,168,24,52,29,150,506,49,165,281,1323,1034,918,1527,60,28,1277,2344,54,888,482,594,485,466,519,3204,2100,1059,417,502,1748,1381,364,754,133,79,152,241,433,265,196,161,896,70,1879,1203,147,459,92",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
32,13,130,5,62.379,99.504,0.0,3705,"376,1020,904,1011,776,1174,1372,433,591,620,1019,197,1275,2293,754,910,1483,556,763,851,880,73,648,1193,223,74,2855,1724,1482,1671,92,198,850,565,1716,131,66,1210,2320,1089,1841,576,2425,1276,1064,2428,1030,1103,1076,1844",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
33,13,130,5,73.762,99.871,0.0,3705,"128,2277,210,1979,739,1936,45,125,6,133,715,435,218,187,79,91,44,670,93,211,49,241,588,273,215,63,265,434,320,892,712,620,61,587",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
34,13,130,5,82.292,94.176,8.691,3705,"742,574,657,853,1905,908,2863,10,2757,46,41,9,208,799,1051,683,589,597,609,1047,35,47,34,633,1061,2146,391,390,1052,38,50,11,17,1729,33,1368,332,1063,1770,1077,1328,389,567,1800,1091,1402,3458,90,649,106",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
35,13,130,5,89.014,100.0,0.0,3705,"1729,264,1247,189,1209,2557,585,791,1977,716,652,203,1180,279,483,975,1985,967,1260,1895,1142,2260,1426,1926,2896,1218,761,1900,1978,1811,1815,2362,1268,1143,932,1946,1983,2354,2379,2380,1809,1813,1733,2353,2948,1145,1990,2950,1734,1735",BERT4Rec,ml-1m,True,8192,40,0.2,0.7,"('replace', 'swap', 'add', 'delete', 'shuffle', 'reverse')",True,0.2,0.2,"(2, 2, 2)",genetic_categorized,0.8,"Wed, 18 Dec 2024 13:31:47"
